"Ref","Name","Location","Type"
"K-2702","Leasburg Dam","US-NM","State Park"
"K-2703","Living Desert","US-NM","State Park"
"K-2704","Manzano Mountains","US-NM","State Park"
"K-2705","Mesilla Valley Bosque","US-NM","State Park"
"K-2706","Morphy Lake","US-NM","State Park"
"K-2707","Navajo Lake","US-NM","State Park"
"K-2708","Oasis","US-NM","State Park"
"K-2709","Oliver Lee Memorial","US-NM","State Park"
"K-2710","Pancho Villa","US-NM","State Park"
"K-2711","Percha Dam","US-NM","State Park"
"K-2712","Rio Grande Nature Center","US-NM","State Park"
"K-2713","Rock Hound","US-NM","State Park"
"K-2714","Santa Rosa Lake","US-NM","State Park"
"K-2715","Storrie Lake","US-NM","State Park"
"K-2716","Sugarite Canyon","US-NM","State Park"
"K-2717","Sumner Lake","US-NM","State Park"
"K-2718","Ute Lake","US-NM","State Park"
"K-2719","Vietnam Veterans Memorial","US-NM","State Park"
"K-2720","Villanueva","US-NM","State Park"
"K-2721","Bay Tree Lake","US-NC","State Park"
"K-2722","Carolina Beach","US-NC","State Park"
"K-2723","Carvers Creek","US-NC","State Park"
"K-2724","Chimney Rock","US-NC","State Park"
"K-2725","Cliffs of the Neuse","US-NC","State Park"
"K-2726","Crowders Mountain","US-NC","State Park"
"K-2727","Dismal Swamp","US-NC","State Park"
"K-2728","Elk Knob","US-NC","State Park"
"K-2729","Eno River","US-NC","State Park"
"K-2730","Fort Macon","US-NC","State Park"
"K-2731","Goose Creek","US-NC","State Park"
"K-2732","Gorges","US-NC","State Park"
"K-2733","Grandfather Mountain","US-NC","State Park"
"K-2734","Hammocks Beach","US-NC","State Park"
"K-2735","Hanging Rock","US-NC","State Park"
"K-2736","Haw River at Summit Center","US-NC","State Park"
"K-2737","Jockey's Ridge","US-NC","State Park"
"K-2738","Jones Lake","US-NC","State Park"
"K-2739","Lake James","US-NC","State Park"
"K-2740","Lake Norman","US-NC","State Park"
"K-2741","Lake Waccamaw","US-NC","State Park"
"K-2742","Lumber River","US-NC","State Park"
"K-2743","Mayo River","US-NC","State Park"
"K-2744","Medoc Mountain","US-NC","State Park"
"K-2745","Merchants Millpond","US-NC","State Park"
"K-2746","Morrow Mountain","US-NC","State Park"
"K-2747","Mount Mitchell","US-NC","State Park"
"K-2748","New River","US-NC","State Park"
"K-2749","Pettigrew","US-NC","State Park"
"K-2750","Pilot Mountain","US-NC","State Park"
"K-2751","Raven Rock","US-NC","State Park"
"K-2752","Singletary Lake","US-NC","State Park"
"K-2753","South Mountains","US-NC","State Park"
"K-2754","Stone Mountain","US-NC","State Park"
"K-2755","William B. Umstead","US-NC","State Park"
"K-2756","Beaver Lake","US-ND","State Park"
"K-2757","Cross Ranch","US-ND","State Park"
"K-2758","Fort Abraham Lincoln","US-ND","State Park"
"K-2759","Fort Ransom","US-ND","State Park"
"K-2760","Fort Stevenson","US-ND","State Park"
"K-2761","Grahams Island","US-ND","State Park"
"K-2762","Icelandic","US-ND","State Park"
"K-2763","Lake Metigoshe","US-ND","State Park"
"K-2764","Lake Sakakawea","US-ND","State Park"
"K-2765","Lewis and Clark","US-ND","State Park"
"K-2766","Little Missouri","US-ND","State Park"
"K-2767","Sully Creek","US-ND","State Park"
"K-2768","Turtle River","US-ND","State Park"
"K-2769","Alabaster Caverns","US-OK","State Park"
"K-2770","Arrowhead","US-OK","State Park"
"K-2771","Beavers Bend Resort","US-OK","State Park"
"K-2772","Bernice","US-OK","State Park"
"K-2773","Black Mesa","US-OK","State Park"
"K-2774","Boiling Springs","US-OK","State Park"
"K-2775","Cherokee Landing","US-OK","State Park"
"K-2776","Cherokee","US-OK","State Park"
"K-2777","Clayton Lake","US-OK","State Park"
"K-2778","Disney Little Blue","US-OK","State Park"
"K-2779","Fort Cobb","US-OK","State Park"
"K-2780","Foss","US-OK","State Park"
"K-2781","Gloss Mountain","US-OK","State Park"
"K-2782","Great Plains","US-OK","State Park"
"K-2783","Great Salt Plains","US-OK","State Park"
"K-2784","Greenleaf","US-OK","State Park"
"K-2785","Hochatown","US-OK","State Park"
"K-2786","Honey Creek","US-OK","State Park"
"K-2787","Hugo Lake","US-OK","State Park"
"K-2788","Keystone","US-OK","State Park"
"K-2789","Lake Eufaula","US-OK","State Park"
"K-2790","Lake Murray","US-OK","State Park"
"K-2791","Lake Texoma","US-OK","State Park"
"K-2792","Lake Thunderbird","US-OK","State Park"
"K-2793","Lake Wister","US-OK","State Park"
"K-2794","Little Sahara","US-OK","State Park"
"K-2795","McGee Creek","US-OK","State Park"
"K-2796","Natural Falls","US-OK","State Park"
"K-2797","Osage Hills","US-OK","State Park"
"K-2798","Raymond Gary","US-OK","State Park"
"K-2799","Red Rock Canyon","US-OK","State Park"
"K-2800","Robbers Cave","US-OK","State Park"
"K-2801","Roman Nose","US-OK","State Park"
"K-2802","Sequoyah Bay","US-OK","State Park"
"K-2803","Sequoyah","US-OK","State Park"
"K-2804","Snowdale","US-OK","State Park"
"K-2805","Spavinaw","US-OK","State Park"
"K-2806","Talimena","US-OK","State Park"
"K-2807","Tenkiller","US-OK","State Park"
"K-2808","Twin Bridges","US-OK","State Park"
"K-2809","Ainsworth","US-OR","State Park"
"K-2810","Alderwood Wayside","US-OR","State Park"
"K-2811","Alfred A Loeb","US-OR","State Park"
"K-2812","Bates","US-OR","State Park"
"K-2813","Beverly Beach","US-OR","State Park"
"K-2814","Bob Straub","US-OR","State Park"
"K-2815","Brian Booth","US-OR","State Park"
"K-2816","Bullards Beach","US-OR","State Park"
"K-2817","Cape Arago","US-OR","State Park"
"K-2818","Cape Blanco","US-OR","State Park"
"K-2819","Cape Lookout","US-OR","State Park"
"K-2820","Carl G. Washburne Memorial","US-OR","State Park"
"K-2821","Cascadia","US-OR","State Park"
"K-2822","Catherine Creek","US-OR","State Park"
"K-2823","Chandler Wayside","US-OR","State Park"
"K-2824","Collier Memorial","US-OR","State Park"
"K-2825","Cottonwood Canyon","US-OR","State Park"
"K-2826","Ecola","US-OR","State Park"
"K-2827","Elijah Bristow","US-OR","State Park"
"K-2828","Ellmaker State Wayside","US-OR","State Park"
"K-2829","Fort Stevens","US-OR","State Park"
"K-2830","Guy W. Talbot","US-OR","State Park"
"K-2831","Harris Beach","US-OR","State Park"
"K-2832","Hat Rock","US-OR","State Park"
"K-2833","Hilgard Junction","US-OR","State Park"
"K-2834","Hoffman Memorial","US-OR","State Park"
"K-2835","Humbug Mountain","US-OR","State Park"
"K-2836","Illinois River Forks","US-OR","State Park"
"K-2837","Jessie M. Honeyman Memorial","US-OR","State Park"
"K-2838","L.L. Stub Stewart","US-OR","State Park"
"K-2839","LaPine","US-OR","State Park"
"K-2840","Lake Owyhee","US-OR","State Park"
"K-2841","Mayer","US-OR","State Park"
"K-2842","Memaloose","US-OR","State Park"
"K-2843","Milo McIver","US-OR","State Park"
"K-2844","Molalla River","US-OR","State Park"
"K-2845","Nehalem Bay","US-OR","State Park"
"K-2846","Oregon State Capitol","US-OR","State Park"
"K-2847","Oswald West","US-OR","State Park"
"K-2848","Port Orford Heads","US-OR","State Park"
"K-2849","Prineville Reservoir","US-OR","State Park"
"K-2850","Rooster Rock","US-OR","State Park"
"K-2851","Shore Acres","US-OR","State Park"
"K-2852","Silver Falls","US-OR","State Park"
"K-2853","Smith Rock","US-OR","State Park"
"K-2854","South Beach","US-OR","State Park"
"K-2855","Starvation Creek","US-OR","State Park"
"K-2856","Sunset Bay","US-OR","State Park"
"K-2857","The Cove Palisades","US-OR","State Park"
"K-2858","Tub Springs","US-OR","State Park"
"K-2859","Tumalo","US-OR","State Park"
"K-2860","Umpqua Lighthouse","US-OR","State Park"
"K-2861","Valley of the Rogue","US-OR","State Park"
"K-2862","Viento","US-OR","State Park"
"K-2863","Wallowa Lake","US-OR","State Park"
"K-2864","Wallowa River Wayside","US-OR","State Park"
"K-2865","White River Falls","US-OR","State Park"
"K-2866","Willamette Mission","US-OR","State Park"
"K-2867","William M. Tugman","US-OR","State Park"
"K-2868","Beavertail","US-RI","State Park"
"K-2869","Blackstone River","US-RI","State Park"
"K-2870","Brenton Point","US-RI","State Park"
"K-2871","Burlingame","US-RI","State Park"
"K-2872","Colt","US-RI","State Park"
"K-2873","Fishermen's Memorial","US-RI","State Park"
"K-2874","Fort Adams","US-RI","State Park"
"K-2875","Fort Wetherill","US-RI","State Park"
"K-2876","Goddard Memorial","US-RI","State Park"
"K-2877","Haines Memorial","US-RI","State Park"
"K-2878","Lincoln Woods","US-RI","State Park"
"K-2879","Rocky Point","US-RI","State Park"
"K-2880","Snake Den","US-RI","State Park"
"K-2881","World War II Veterans Memorial","US-RI","State Park"
"K-2882","Aiken","US-SC","State Park"
"K-2883","Andrew Jackson","US-SC","State Park"
"K-2884","Baker Creek","US-SC","State Park"
"K-2885","Barnwell","US-SC","State Park"
"K-2886","Caesar's Head","US-SC","State Park"
"K-2887","Calhoun Falls","US-SC","State Park"
"K-2888","Cheraw","US-SC","State Park"
"K-2889","Chester","US-SC","State Park"
"K-2890","Colleton","US-SC","State Park"
"K-2891","Croft","US-SC","State Park"
"K-2892","Devil's Fork","US-SC","State Park"
"K-2893","Dreher Island","US-SC","State Park"
"K-2894","Edisto Beach","US-SC","State Park"
"K-2895","Givhans Ferry","US-SC","State Park"
"K-2896","Goodale","US-SC","State Park"
"K-2897","Hamilton Branch","US-SC","State Park"
"K-2898","Hickory Knob Resort","US-SC","State Park"
"K-2899","Hunting Island","US-SC","State Park"
"K-2900","Huntington Beach","US-SC","State Park"
"K-2901","Jones Gap","US-SC","State Park"
"K-2902","Kings Mountain","US-SC","State Park"
"K-2903","Lake Warren","US-SC","State Park"
"K-2904","Landsford Canal","US-SC","State Park"
"K-2905","Lee","US-SC","State Park"
"K-2906","Little Pee Dee","US-SC","State Park"
"K-2907","Myrtle Beach","US-SC","State Park"
"K-2908","Oconee","US-SC","State Park"
"K-2909","Paris Mountain","US-SC","State Park"
"K-2910","Poinsett","US-SC","State Park"
"K-2911","Sadlers Creek","US-SC","State Park"
"K-2912","Santee","US-SC","State Park"
"K-2913","Sesquicentennial","US-SC","State Park"
"K-2914","Table Rock","US-SC","State Park"
"K-2915","Woods Bay","US-SC","State Park"
"K-2916","Bear Butte","US-SD","State Park"
"K-2917","Custer","US-SD","State Park"
"K-2918","Fort Sisseton","US-SD","State Park"
"K-2919","Good Earth","US-SD","State Park"
"K-2920","Hartford Beach","US-SD","State Park"
"K-2921","Lake Herman","US-SD","State Park"
"K-2922","Newton Hills","US-SD","State Park"
"K-2923","Oakwood Lakes","US-SD","State Park"
"K-2924","Palisades","US-SD","State Park"
"K-2925","Roy Lake","US-SD","State Park"
"K-2926","Sica Hollow","US-SD","State Park"
"K-2927","Union Grove","US-SD","State Park"
"K-2928","Bicentennial Capitol Mall","US-TN","State Park"
"K-2929","Big Cypress Tree","US-TN","State Park"
"K-2930","Big Hill Pond","US-TN","State Park"
"K-2931","Big Ridge","US-TN","State Park"
"K-2932","Bledsoe Creek","US-TN","State Park"
"K-2933","Booker T Washington","US-TN","State Park"
"K-2934","Burgess Falls","US-TN","State Park"
"K-2935","Cedars of Lebanon","US-TN","State Park"
"K-2936","Chickasaw","US-TN","State Park"
"K-2937","Cordell Hull Birthplace","US-TN","State Park"
"K-2938","Cove Lake","US-TN","State Park"
"K-2939","Cumberland Mountain","US-TN","State Park"
"K-2940","Cummins Falls","US-TN","State Park"
"K-2941","David Crockett","US-TN","State Park"
"K-2942","Davy Crockett Birthplace","US-TN","State Park"
"K-2943","Dunbar Cave","US-TN","State Park"
"K-2944","Edgar Evins","US-TN","State Park"
"K-2945","Fall Creek Falls","US-TN","State Park"
"K-2946","Fort Loudon","US-TN","State Park"
"K-2947","Fort Pillow","US-TN","State Park"
"K-2948","Frozen Head","US-TN","State Park"
"K-2949","Harpeth River","US-TN","State Park"
"K-2950","Henry Horton","US-TN","State Park"
"K-2951","Harrison Bay","US-TN","State Park"
"K-2952","Hiwassee Ocoee","US-TN","State Park"
"K-2953","Indian Mountain","US-TN","State Park"
"K-2954","Johnsonville","US-TN","State Park"
"K-2955","Wilson Cumberland Trail","US-TN","State Park"
"K-2956","Long Hunter","US-TN","State Park"
"K-2957","Meeman-Shelby Forest","US-TN","State Park"
"K-2958","Montgomery Bell","US-TN","State Park"
"K-2959","Mousetail Landing","US-TN","State Park"
"K-2960","Nathan Bedford Forrest","US-TN","State Park"
"K-2961","Natchez Trace","US-TN","State Park"
"K-2962","Norris Dam","US-TN","State Park"
"K-2963","Old Stone Fort","US-TN","State Park"
"K-2964","Panther Creek","US-TN","State Park"
"K-2965","Paris Landing","US-TN","State Park"
"K-2966","Pickett","US-TN","State Park"
"K-2967","Pickwick Landing","US-TN","State Park"
"K-2968","Pinson Mounds","US-TN","State Park"
"K-2969","Port Royal","US-TN","State Park"
"K-2970","Red Clay","US-TN","State Park"
"K-2971","Reelfoot Lake","US-TN","State Park"
"K-2972","Roan Mountain","US-TN","State Park"
"K-2973","Rock Island","US-TN","State Park"
"K-2974","Rocky Fork","US-TN","State Park"
"K-2975","Seven Islands Birding","US-TN","State Park"
"K-2976","Sgt. Alvin C. York","US-TN","State Park"
"K-2977","South Cumberland","US-TN","State Park"
"K-2978","Standing Stone","US-TN","State Park"
"K-2979","Sycamore Shoals","US-TN","State Park"
"K-2980","Tims Ford","US-TN","State Park"
"K-2981","T.O. Fuller","US-TN","State Park"
"K-2982","Warriors' Path","US-TN","State Park"
"K-2983","Abilene","US-TX","State Park"
"K-2984","Atlanta","US-TX","State Park"
"K-2985","Balmorhea","US-TX","State Park"
"K-2986","Bastrop","US-TX","State Park"
"K-2987","Bentsen-Rio Grande Valley","US-TX","State Park"
"K-2988","Big Bend Ranch","US-TX","State Park"
"K-2989","Big Spring","US-TX","State Park"
"K-2990","Blanco","US-TX","State Park"
"K-2991","Bonham","US-TX","State Park"
"K-2992","Brazos Bend","US-TX","State Park"
"K-2993","Buescher","US-TX","State Park"
"K-2994","Caddo Lake","US-TX","State Park"
"K-2995","Caprock Canyons","US-TX","State Park"
"K-2996","Cedar Hill","US-TX","State Park"
"K-2997","Choke Canyon","US-TX","State Park"
"K-2998","Cleburne","US-TX","State Park"
"K-2999","Colorado Bend","US-TX","State Park"
"K-3000","Cooper Lake","US-TX","State Park"
"K-3001","Copper Breaks","US-TX","State Park"
"K-3002","Daingerfield","US-TX","State Park"
"K-3003","Davis Mountains","US-TX","State Park"
"K-3004","Dinosaur Valley","US-TX","State Park"
"K-3005","Eisenhower","US-TX","State Park"
"K-3006","Estero Llano Grande","US-TX","State Park"
"K-3007","Fairfield Lake","US-TX","State Park"
"K-3008","Falcon","US-TX","State Park"
"K-3009","Fort Boggy","US-TX","State Park"
"K-3010","Fort Parker","US-TX","State Park"
"K-3011","Fort Richardson","US-TX","State Park"
"K-3012","Franklin Mountains","US-TX","State Park"
"K-3013","Galveston Island","US-TX","State Park"
"K-3014","Garner","US-TX","State Park"
"K-3015","Goliad","US-TX","State Park"
"K-3016","Goose Island","US-TX","State Park"
"K-3017","Guadalupe River","US-TX","State Park"
"K-3018","Hueco Tanks","US-TX","State Park"
"K-3019","Huntsville","US-TX","State Park"
"K-3020","Inks Lake","US-TX","State Park"
"K-3021","Kickapoo Cavern","US-TX","State Park"
"K-3022","Lake Arrowhead","US-TX","State Park"
"K-3023","Lake Bob Sandlin","US-TX","State Park"
"K-3024","Lake Brownwood","US-TX","State Park"
"K-3025","Lake Casa Blanca International","US-TX","State Park"
"K-3026","Lake Colorado City","US-TX","State Park"
"K-3027","Lake Corpus Christi","US-TX","State Park"
"K-3028","Lake Livingston","US-TX","State Park"
"K-3029","Lake Mineral Wells","US-TX","State Park"
"K-3030","Lake Somerville","US-TX","State Park"
"K-3031","Lake Tawakoni","US-TX","State Park"
"K-3032","Lake Whitney","US-TX","State Park"
"K-3033","Lockhart","US-TX","State Park"
"K-3034","Longhorn Cavern","US-TX","State Park"
"K-3035","Lyndon B. Johnson","US-TX","State Park"
"K-3036","Martin Creek Lake","US-TX","State Park"
"K-3037","Martin Dies, Jr.","US-TX","State Park"
"K-3038","McKinney Falls","US-TX","State Park"
"K-3039","Meridian","US-TX","State Park"
"K-3040","Mission Tejas","US-TX","State Park"
"K-3041","Monahans Sandhills","US-TX","State Park"
"K-3042","Mother Neff","US-TX","State Park"
"K-3043","Mustang Island","US-TX","State Park"
"K-3044","Old Tunnel","US-TX","State Park"
"K-3045","Palmetto","US-TX","State Park"
"K-3046","Palo Duro Canyon","US-TX","State Park"
"K-3047","Palo Pinto Mountain","US-TX","State Park"
"K-3048","Pedernales Falls","US-TX","State Park"
"K-3049","Possum Kingdom","US-TX","State Park"
"K-3050","Purtis Creek","US-TX","State Park"
"K-3051","Ray Roberts Lake","US-TX","State Park"
"K-3052","Resaca De La Palma","US-TX","State Park"
"K-3053","San Angelo","US-TX","State Park"
"K-3054","Sea Rim","US-TX","State Park"
"K-3055","Seminole Canyon","US-TX","State Park"
"K-3056","Sheldon Lake","US-TX","State Park"
"K-3057","South Llano River","US-TX","State Park"
"K-3058","Stephen F. Austin","US-TX","State Park"
"K-3059","Tyler","US-TX","State Park"
"K-3060","Village Creek","US-TX","State Park"
"K-3061","Walter Umphrey","US-TX","State Park"
"K-3062","Antelope Island","US-UT","State Park"
"K-3063","Bear Lake","US-UT","State Park"
"K-3064","Camp Floyd/Stagecoach Inn","US-UT","State Park"
"K-3065","Coral Pink Sand Dunes","US-UT","State Park"
"K-3066","Dead Horse Point","US-UT","State Park"
"K-3067","Deer Creek","US-UT","State Park"
"K-3068","East Canyon","US-UT","State Park"
"K-3069","Edge of the Cedars","US-UT","State Park"
"K-3070","Escalante Petrified Forest","US-UT","State Park"
"K-3071","Fremont Indian","US-UT","State Park"
"K-3072","Frontier Homestead","US-UT","State Park"
"K-3073","Goblin Valley","US-UT","State Park"
"K-3074","Goosenecks","US-UT","State Park"
"K-3075","Great Salt Lake","US-UT","State Park"
"K-3076","Green River","US-UT","State Park"
"K-3077","Gunlock","US-UT","State Park"
"K-3078","Huntington","US-UT","State Park"
"K-3079","Hyrum","US-UT","State Park"
"K-3080","Jordanelle","US-UT","State Park"
"K-3081","Kodachrome Basin","US-UT","State Park"
"K-3082","Millsite","US-UT","State Park"
"K-3083","Otter Creek","US-UT","State Park"
"K-3084","Palisade","US-UT","State Park"
"K-3085","Piute","US-UT","State Park"
"K-3086","Quail Creek","US-UT","State Park"
"K-3087","Red Fleet","US-UT","State Park"
"K-3088","Rockport","US-UT","State Park"
"K-3089","Sand Hollow","US-UT","State Park"
"K-3090","Scofield","US-UT","State Park"
"K-3091","Snow Canyon","US-UT","State Park"
"K-3092","Starvation","US-UT","State Park"
"K-3093","Steinaker","US-UT","State Park"
"K-3094","Utah Lake","US-UT","State Park"
"K-3095","Wasatch Mountain","US-UT","State Park"
"K-3096","Willard Bay","US-UT","State Park"
"K-3097","Yuba","US-UT","State Park"
"K-3098","Alburg Dunes","US-VT","State Park"
"K-3099","Allis","US-VT","State Park"
"K-3100","Big Deer","US-VT","State Park"
"K-3101","Bomoseen","US-VT","State Park"
"K-3102","Boulder Beach","US-VT","State Park"
"K-3103","Branbury","US-VT","State Park"
"K-3104","Brighton","US-VT","State Park"
"K-3105","Burton Island","US-VT","State Park"
"K-3106","Button Bay","US-VT","State Park"
